countyName,cityName,HotelName,HotelRating,Address,HotelFacilities,DescriptionVector
Albania,Albanien,Miniri,ThreeStar,"Rruga E Dibres ,3 TIRANA ",Hotel,"[-0.1031855830622131, -0.36736766815576954, 0.28513340003352966, -0.11127185367314842, -0.1297317014125866, 0.020588906307849833, 0.062498289402247185, 0.29708684573621863, 0.09897463930663247, 0.1440601038853375, 0.0031289568557928793, -0.30858660304940383, 0.37316949472710326, 0.1423882008704751, -0.1163749218966611, -0.07574007107997463, 0.053833909867644796, 0.3985419182511912, 0.12294946210070365, 0.39159153681047104, -0.018779337239044683, -0.06607757567755983, -0.13249359872329636, -0.0890087998997022, -0.13724846848571634, -0.04134230370428887, -0.012222492200531695, -0.05849212777029267, 0.01088419946677881, -0.07945848960868673, 0.0010587938594839314, -0.09888944174987857, -0.11171655068705616, -0.0139760985461788, 0.006425676426207005, 0.014523648940831, -0.01622531041450248, -0.00015606398961738824, 0.09427356716865855, -0.0034190218037665307, -0.02704476386648928, 0.056149489068591955, -0.01494142641738451, -0.027047989086482923, -0.05715487359901861, 0.008993392302057118, -0.021315048735058306, 0.04847566775871311, 0.01787641111689034, -0.0048868925204285305]"
Albania,Albanien,Lido Hotel,ThreeStar,Lagja 2 Rruga Aleksander Goga Durres ,thermometers for guests provided by property delivered food is securely covered breakfast takeaway containers guests have the option to cancel any cleaning services for their accommodation during their stay all plates  cutlery  glasses and other tableware have been sanitized invoice provided physical distancing rules followed contactless check-in/check-out first aid kit available process in place to check health of guests hand sanitizer in guest accommodation and key areas shared stationery such as printed menus  magazines  pens  and paper removed staff follow all safety protocols as directed by local authorities food can be delivered to guest accommodation physical distancing in dining areas guest accommodation sealed after cleaning guest accommodation is disinfected between stays linens  towels and laundry washed in accordance with local authority guidelines use of cleaning chemicals that are effective against coronavirus Key card access shared lounge/TV area Shared kitchen Special diet menus (on request) Private check-in/check-out Air conditioning Non-smoking throughout Free WiFi wifi Luggage storage Fax/photocopying Heating Packed lunches Soundproof rooms Currency exchange internet services Ironing service breakfast in the room Family rooms Laundry Non-smoking rooms Bar meeting/banquet facilities Room service Pets allowed Key access Happy hour Pub crawls coffee house on site Fruits Wine/champagne Kid meals wifi available in all areas grocery deliveries Daily housekeeping,"[-0.11288835542426588, 0.3672710601984595, 0.33280904508349807, -0.18669285576259437, -0.1772553207004991, 0.08972782213500453, 0.05461268511489885, -0.11720389272737382, -0.006451592838015952, -0.054320626687850725, 0.035422587262736754, 0.014213827163181869, 0.011420151232835865, 0.002503538894986015, 0.08204983087102748, -0.040907281695116905, -0.021478580502170445, 0.05319319018996088, 0.03165298400906178, -0.039376095690335976, 0.08088772975702184, 0.06120605228050026, -0.01441794613346616, -0.07365248318875697, -0.023709046585046148, -0.008828631538397243, -0.03627101147329105, 0.011794248693322008, 0.04723780214105378, 0.061607651828914346, 0.056474257347794966, -0.05218923034020533, -0.03545671188486604, 0.028337613994287397, 0.03661748955739252, -0.075072348680655, 0.067958507953607, -0.08222552610102993, -0.08009598727042312, 0.07002544484439624, -0.019569432026894554, 0.000815778156581759, -0.014458871661121987, -0.04337048710027466, 0.012883452484954722, -0.053307822427392494, -0.055872803475586694, 0.03033801169809281, -0.04965120717713592, 0.08264473448557123]"
Albania,Albanien,City Hotel Tirana,ThreeStar,Rruga Ismail Qemali 8 1 Tirana ,ATM/banking Offsite parking reservations required Laundry facilities Number of coffee shops/cafes - 1 Snack bar/deli Coffee/tea in common areas Smoke-free property Safe-deposit box at front desk Breakfast available (surcharge) 24-hour front desk Business center Multilingual staff Porter/bellhop Express check-out Distance from property (ft) - 500 Luggage storage Wheelchair accessible  no Airport transportation (surcharge) Tours/ticket assistance Stair-free path to entrance Number of bars/lounges - 1 Free WiFi Television in common areas Number of meeting rooms - 1 Express check-in Vending machine Distance from property (meters) - 152 Dry cleaning/laundry service Concierge services,"[0.6583256488930573, -0.018434639762360754, -0.06731128272636554, -0.023752181333210616, -0.028452444672782518, -0.04609521561313628, 0.0010874659874310303, 0.0019039854439776211, -0.022290104410817965, 0.009407335343041862, -0.013049753353296443, 0.026697540130253928, -0.0035243679497305026, 0.0011475350508346174, -0.0034242982013462614, 0.046171090984740475, 0.0479225089488252, 0.018191334470824716, 0.04905380702211246, -0.01057434181712669, -0.027536031350386014, -0.0028268209780573277, 0.0050283824261182835, -0.008282501975430944, 0.031640053297100144, -0.05100472530968791, 0.0037313454374846866, -0.021346193136816273, 0.006739597585503995, -0.04414904288226377, -0.026118044113948496, 0.005897049030081023, -0.02103417016056113, -0.0390213807221667, 0.019031798936262185, -0.0037385133663815425, 0.004445135478815116, 0.005112861646601826, 0.019907060009196818, 0.019775983839729713, 0.018414691971198292, -0.025142177663745886, 0.07383027751631148, 0.024842592690690394, 0.024210405606608826, -0.02847252441496889, -0.034661323538861685, 0.005502564264221306, -0.028448380520900637, -0.006601869387341282]"
Albania,Albanien,Mai Tai Resort,All,Rruga e Elbasanit Lunder km 7Tirana ,Swimming pool Fire extinguishers CCTV in common areas Smoke alarms Security alarm Key card access Key access 24-hour security Swimming pool Fence around pool Sun umbrellas sun loungers or beach chairs Fruits Wine/champagne Currency exchange Valet parking lift internet services Free parking Ironing service breakfast in the room dry cleaning Laundry Non-smoking rooms Garden 24-hour front desk Bar meeting/banquet facilities Room service Restaurant Parking Pool cover Pool Bar Pool with view Accessible parking Parking garage secured parking Swimming pool toys wifi available in all areas Private parking parking on site Daily housekeeping shared lounge/TV area Lockers nightclub/dj Entertainment staff outdoor pool (seasonal) Snack Bar designated smoking area Air conditioning Free WiFi Outdoor pool wifi Luggage storage Heating BBQ facilities Soundproof rooms,"[-0.15309457958274716, -0.16662330810220696, -0.004238360777381494, 0.3925680785790166, -0.22327042183981016, 0.0015445298062130046, 0.1392623897461381, -0.05091584723124438, -0.05698735460332111, -0.1960884620617382, 0.22393592086634184, -0.02211331866724416, -0.03213064653128563, -0.13071100596310728, 0.15226043855821614, 0.03710346488872469, -0.0316315708733432, -0.00019534730667967093, -0.12886191292395235, 0.07737737252318719, -0.027342092409954232, 0.0074522156752667434, 0.06430754205530409, 0.0342341219980677, -0.09856148477204509, 0.012302861099896213, 0.18435436512729686, 0.16092828798917416, 0.010873077638906306, -0.164012010592944, 0.03958168191227222, 0.06897927813976391, -0.10693026038949087, -0.07995884622746122, -0.08895322036466763, 0.06635545686263367, 0.0012915040964664587, -0.1293927329007536, -0.06838546352907529, -0.06630611633670022, -0.1334849214143513, 0.16480283786673558, 0.004723358321643744, -0.06795569113824831, -0.017454584596911883, 0.05782395902522697, -0.09371669631698071, 0.08002063924663265, -0.042435338938829795, -0.09104077740003046]"
Albania,Albanien,Eklips Hotel,FourStar,Rruga Kabet Mjull Bathore National Road Tirana-ElbasanNear The Bridge Of FarkaIn Front of TEG ,mobile app for room service cashless payment available Swimming pool Fire extinguishers Security alarm Key card access Key access 24-hour security Shuttle service Swimming pool Fitness Sun umbrellas sun loungers or beach chairs airport drop off airport pick up Fruits Wine/champagne Pool Bar Heated pool Accessible parking Parking garage secured parking Kid meals water slide wifi available in all areas Private parking parking on site Daily housekeeping shared lounge/TV area airport shuttle (additional charge) Special diet menus (on request) shuttle service (additional charge) Private check-in/check-out indoor pool (all year) outdoor pool (seasonal) ATM/cash machine on site Air conditioning Non-smoking throughout Free WiFi Outdoor pool Indoor pool wifi Fax/photocopying Packed lunches Hot tub/jacuzzi Currency exchange Valet parking Safety Deposit Box express check-in/check-out lift internet services Free parking Ironing service breakfast in the room Family rooms dry cleaning Laundry Airport shuttle Non-smoking rooms Terrace Garden Fitness centre Sauna 24-hour front desk Bar meeting/banquet facilities Room service Restaurant Parking,"[-0.14240294142073606, -0.14298195647622808, 0.0353172954311431, 0.2907661131376175, -0.25526487236627265, 0.011519432221587324, 0.03551162297606751, -0.10583077091668162, -0.1425135344098557, -0.15753258786358484, 0.3842887031153337, 0.025625251033467265, 0.16629761429171222, 0.0386868824529359, 0.13629364954714232, 0.06943297005930987, -0.008017883032366826, 0.04803564717800082, 0.006424400953713332, -0.07851729145330733, 0.07893436084765353, 0.04149072881285732, 0.14841387424464514, -0.010083178761941331, -0.22963754154851473, 0.08673053801245117, -0.02931923996044491, 0.16637962346774568, 0.04082867603068734, -0.07086767336257796, -0.05638843692128659, 0.11904640720865095, -0.03267459494525233, -0.07136876035231286, 0.010582100866117753, -0.0018821573142710794, 0.04099439579003426, 0.00782379458448086, 0.06218881236280016, 0.04746554165120651, -0.027168637654779886, -0.019186655374557073, -0.015784050180644927, -0.03914729489060215, -0.012261020990598228, -0.01544202698177438, 0.11703721485756093, -0.14582095167876977, -0.0315682045438903, 0.048169063615886396]"
Albania,Albanien,Hotel Nobel Tirana,ThreeStar,Rruga Urani Pano Tiranë 1016 ,Concierge services ATM/banking Terrace Self parking (surcharge) Tours/ticket assistance Roll-in shower (in select rooms) Laundry facilities Snack bar/deli Wheelchair accessible parking Coffee/tea in common areas Smoke-free property Safe-deposit box at front desk Number of bars/lounges - 1 Free WiFi Television in common areas Breakfast available (surcharge) 24-hour front desk Multilingual staff Express check-in Express check-out Luggage storage Airport transportation (surcharge) Dry cleaning/laundry service,"[0.6115039164298527, 0.0020848204496792173, -0.0650796846075202, -0.0016829066860238901, 0.009735207780811437, -0.04311404802752642, 0.009298455555878023, -0.03502110033197918, -0.052356966536802114, 0.033191087381639055, 0.03553777486996827, 0.0037437068641663733, 0.006632509481076083, 0.01793318982292052, 0.042134575177130124, 0.02919217092599922, 0.0023269187197889445, 0.019468509295483386, 0.01894769554247439, -0.03308645174196445, 0.024918571794995004, 0.013752640249414964, 0.011151221023637095, 0.0200512347824075, 0.013765102647637889, -0.03437654506912048, -0.013203960690648333, -0.0217346913551078, 0.0018984929778089943, -0.006358250257415837, -0.03183181159514344, 0.014528062758000226, -0.031720243101823746, -0.046211658649869244, 0.010425433931942441, 0.022851944758190454, 0.0016105879348570656, 0.025309517264252283, 0.023973225313475777, 0.003919788012004863, 0.04244716419548084, 0.0005407142664822687, 0.017139795408327375, 0.05493909573630356, -0.04830683349747415, -0.033564066921388865, -0.019832234567458442, 0.021684270414550403, -0.011891657213051153, 0.007464522669636039]"
Albania,Albanien,Palma Hotel,ThreeStar,IN FRON OF MAGALEMI BERAT ,Breakfast buffet Breakfast TV lounge Air conditioning in Restaurant Smoking area Restaurant Bar Currency exchange facilities Hotel safe Air conditioning in public areas Laundry service Mobile phone coverage Visa MasterCard American Express Hotel,"[-0.14394955895705908, -0.08963286693032584, 0.008586420666960231, -0.0454419385845806, 0.12647024252653405, -0.03449195309334272, -0.04912354144657724, -0.15435446641349124, -0.09264823800052573, -0.27639452899239564, -0.23188014674299537, 0.10483542737391319, 0.18605952733884223, -0.03766660852876936, 0.03913502144427721, -0.10650894745528078, 0.015794887965155432, 0.027817048217233818, 0.0064023640310439545, -0.04828068804231165, -0.2217172994185979, -0.16741404021348905, -0.019436553040422955, 0.232255822971046, -0.12250424978542071, -0.03273693238800967, -0.07592810822060007, -0.03588421821701709, 0.1511480322837255, -0.0358034310241664, 0.19838851424510284, -0.17317458021498433, 0.23206659010816164, -0.0644497330927627, -0.16974092663862256, 0.08044548853303489, -0.015615136224041136, -0.030464922809803802, 0.12665847173511047, 0.013458536850848935, -0.10752640524181743, -0.011673335535343147, 0.0358733039253201, -0.027904248738809548, 0.054997617634054266, -0.0847838506252342, 0.076831443462683, 0.053212138022071614, 0.059256931083753184, -0.05028544628978639]"
Albania,Albanien,Best Western Nov Hotel,FourStar,Rr.Gjin Bue Shpata Nearby Selman Stermasi StadiumTirana ,Street parking Private parking Parking onsite Daily housekeeping Lockers Trouser press Snack bar/deli Designated smoking areas Air conditioning Non-smoking throughout Free WiFi Free WiFi Luggage storage Fax/photocopying Heating Car hire Express check-in Elevator/lift Internet access Ironing service Family rooms Barber/beauty shop Dry cleaning/laundry service Laundry facilities Non-smoking rooms Terrace 24-hour front desk Bar/lounge Room service Pets allowed Free self parking,"[-0.19110861748093588, -0.024515291037806985, -0.15118155993432483, 0.0318918854598176, -0.0058690211163725135, 0.013094075704490466, 0.09436870316058922, -0.17282170850437464, 0.037751383357937845, 0.11413819276134603, -0.08590263874396437, 0.29509773749486334, 0.127152799759006, 0.19814620217067241, 0.03123807878655448, -0.1596294149186054, -0.22038702353433456, -0.012725383495394411, 0.05229395406893234, 0.05179105210561482, 0.1096253191553166, 0.09447631821342833, -0.02666327486038269, -0.0729063944836666, -0.037965335410663846, -0.05479096331967207, 0.07416310955942909, -0.08410778841824078, -0.06850930103336324, 0.042425951955195, -0.024358527566459127, 0.07927615769198308, -0.03480006215575493, -0.029496794747685844, -0.12960829791220216, -0.1247004759462871, 0.012511152490882879, -0.054872206411643636, 0.003727960685030289, -0.09534642198959314, 0.03657615769382635, 0.07419752922924698, 0.1310456524431639, -0.060289539240584035, -0.17149910680430108, 0.10969395810513556, 0.020341067423757877, 0.19379039667763945, 0.061939368875631715, -0.06960745485663287]"
Albania,Albanien,Tomorri,ThreeStar,QUARTER 22 NENTORI BERAT ,Restaurant Bar Lift access Air conditioning in public areas Laundry service Balcony Central heating Individually adjustable air conditioning Minibar TV Direct dial telephone Hairdryer Shower Bathroom Hotel Conference room,"[-0.18050674821999635, -0.1552472005855921, 0.02835838926799376, 0.014645600527917644, 0.0911869348533952, -0.1865846480855421, 0.04797641193550109, -0.07682659362297727, -0.3234060418230818, 0.0014873056255335375, -0.15631723580639773, 0.1912551233532983, 0.055859282590803916, 0.07924692738936388, 0.00465307109182076, 0.16553922612338606, -0.0840592043392098, 0.0893656420285313, 0.13124945287005113, -0.03373088006794347, -0.02173587685547557, -0.10564899109799197, -0.042316277837315716, 0.18622931818732372, -0.058192376638850234, 0.0017892623653700587, -0.06026384580480795, 0.14278346728373204, -0.26732142550400206, -0.05084577551004264, 0.15645076667613786, -0.16622953289631215, -0.02836830281530012, 0.011439503643924516, 0.3352347441464756, -0.01321816069698536, 0.16676178271483258, -0.04077405639580737, -0.037003294430127294, -0.08283840175211969, 0.11918523623806014, 0.06707400478924017, -0.09091266035457429, 0.14275965994901837, -0.03473992149124956, 0.17346287057208523, -0.010447236348238688, -0.053612617371143735, -0.030724803299995516, 0.04401124639390667]"
Albania,Albanien,Dinasty Hotel Rezidence,FourStar,Rruga Margarita Tutulani In front of Dinamo Traing GrowdTirana ,Concierge services Access to nearby outdoor pool Wheelchair accessible path of travel Terrace Free valet parking Free self parking elevator Laundry facilities Number of coffee shops/cafes - 2 Snack bar/deli Coffee/tea in common areas Safe-deposit box at front desk Barbecue grill(s) Daily Library 24-hour front desk Business center Multilingual staff Express check-out Free breakfast Luggage storage Airport transportation (surcharge) Fireplace in lobby Accessible bathroom (in select rooms) Tours/ticket assistance Wedding services Roll-in shower (in select rooms) Free newspapers in lobby Wheelchair accessible parking In-room accessibility (in select rooms) Garden Assistive listening devices available Designated smoking areas Number of bars/lounges - 2 Free WiFi Television in common areas Free wired Internet Number of meeting rooms - 1 Free reception Airport transportation Express check-in Babysitting or childcare (free) Free long-term parking Dry cleaning/laundry service,"[0.5388072988472924, 0.011905792205698451, -0.052264958147836146, 0.01660993405837515, 0.033760030466122116, -0.038549813718685974, 0.0453829667576654, -0.06478122949192153, -0.018220992081087163, 0.022861399459078027, 0.033813326091602286, 0.029051787951795038, 0.012232940701425799, 0.04406774651958458, 0.025004429052511653, -0.032295613548978516, 0.02191287317468424, 0.02682752719526438, 0.048420368949221436, -0.030966632809292287, -0.04573288196265318, 0.02203848119338694, 0.0006739006174281231, 0.024406922012154518, 0.020043442453764652, -0.09084161044470052, -0.003749458005199615, -0.005576144013312619, 0.0187343580064734, 0.0005057798404423914, -0.010515151188081742, 0.030967095787692942, -0.07868186477544814, -0.06624892974785651, -0.0075046034306320624, -0.03211932330711959, -0.041340319438426414, 0.028252281136958556, 0.020594994627314914, 0.008835908330288748, 0.06861316312433251, -0.01353174392648418, -0.03468826632704826, 0.004329145963229207, -0.14354298236451232, -0.06794201674979194, 0.05542683009000495, 0.038772840964863095, 0.0005847649256889334, 0.04881958820249764]"
Albania,Albanien,Bleart,FourStar,SHKEMBI KAVAJES DURRES ,Hotel MasterCard Visa EuroCard Bathroom Shower Hairdryer Direct dial telephone TV Minibar Car hire Room service Laundry service Multilingual staff Air conditioning in public areas Hotel safe Currency exchange facilities Lift access Sun terrace Gym Luggage room Dining area Private pool Private beach area Café Bar Restaurant Poolside snack bar Banquet hall Air conditioning in Restaurant Conference room Business centre Children playground Nightclub Sauna Steam bath Massage Spa treatments Breakfast À la carte dinner Jet ski Beach volleyball,"[-0.1084438184678023, -0.26865729345013944, 0.23189837572267402, -0.04027632300163476, 0.09484633001314269, -0.08796692647819639, -0.06824518330025472, 0.24058849708587773, 0.26870069343700814, 0.11150219444444923, -0.1329962926138587, 0.24950254844225106, -0.01632306717502797, 0.030481226790212496, 0.08186445120397384, 0.25711323595986546, 0.06378966086350045, 0.2127847215400413, -0.2898268126424756, -0.1992739181347714, -0.3105703069447352, 0.3918103627093398, 0.1751050287800248, 0.10447173199202217, -0.14202844622993843, 0.09251988817820654, 0.07968040885762032, 0.0192764624402268, 0.0921878856515573, 0.13650850104312354, -0.06842483322757928, 0.044264421459918414, -0.01596329209938791, 0.04143131777925225, 0.04494376978252987, 0.005477354049750369, 0.0028843738451166403, -0.03369932058426016, 0.06287603602564168, 0.00930760945728579, 0.03386618084304307, 0.019808224135369416, 0.010086285021438025, -0.014981863941221718, 0.040292976208430184, -0.028369410665410374, 0.033714397450190295, 0.06292990135130443, -0.006754073051832799, -0.021455436714116267]"
Albania,Albanien,Golden City Hotel,FourStar,Rrruga Him Kolli No 45 4 mbrap Big MarketTirane ,Room service Bar 24-hour front desk Sauna Garden Airport shuttle Business centre Facilities for disabled guests Family rooms breakfast in the room internet services express check-in/check-out Safety Deposit Box Spa and wellness centre Massage Karaoke Parking Soundproof rooms hammam Heating Fax/photocopying Luggage storage wifi Allergy-free room Free WiFi Air conditioning designated smoking area Snack Bar concierge service Entertainment staff Private check-in/check-out shuttle service (additional charge) airport shuttle (additional charge) Lockers shared lounge/TV area Evening entertainment grocery deliveries parking on site Private parking wifi available in all areas board games/puzzles Happy hour 24-hour security Security alarm Smoke alarms CCTV in common areas CCTV outside property Fire extinguishers use of cleaning chemicals that are effective against coronavirus linens  towels and laundry washed in accordance with local authority guidelines guest accommodation is disinfected between stays guest accommodation sealed after cleaning physical distancing in dining areas food can be delivered to guest accommodation staff follow all safety protocols as directed by local authorities shared stationery such as printed menus  magazines  pens  and paper removed hand sanitizer in guest accommodation and key areas process in place to check health of guests first aid kit available contactless check-in/check-out cashless payment available physical distancing rules followed screens or physical barriers placed between staff and guests in appropriate areas property is cleaned by professional cleaning companies all plates  cutlery  glasses and other tableware have been sanitized guests have the option to cancel any cleaning services for their accommodation during their stay breakfast takeaway containers delivered food is securely covered face masks for guests available,"[-0.21964033599542654, 0.07845957607644628, -0.22311135856159064, -0.18190985728762743, 0.047955099557966466, 0.025733411317737605, 0.21476592621615856, 0.12069857324895296, 0.05698961322826469, -0.05698003301270427, 0.09911494818821648, -0.04533822113477787, 0.055551195805119996, -0.0378133495232349, -0.01499669558383464, -0.0331838628619843, 0.14206158868461913, -0.17871558601194762, -0.09473230080611406, 0.029375813030731574, -0.025663537875962022, -0.006226852493860639, 0.05470375162467907, -0.07575772441675603, -0.040867498526769984, 0.017321697826553586, 0.16142273063979481, 0.07719346846467524, -0.05055479966653293, 0.013871853158526362, 0.05750928327924218, -0.10042424827731451, 0.0056424069719653155, -0.19176046420508666, 0.008047508901060561, 0.1610859040521549, -0.02172291895128208, -0.1058573703096609, -0.03930308482697838, 0.0056788492338365245, 0.14498986492445923, -0.05244240795789694, -0.12589581415056023, 0.1786703004437523, 0.052015258062505274, 0.081093239912583, 0.06611072853892354, 0.17232524989592468, 0.09343123630712999, -0.0935254302618989]"
Albania,Albanien,Brilant Antik Hotel,FourStar,Rruga Jeronim De Rade Nr 79 1001 Tirana ,Kid-friendly buffet Kid meals wifi available in all areas grocery deliveries Daily housekeeping Evening entertainment shared lounge/TV area Lockers airport shuttle (additional charge) Trouser press Special diet menus (on request) shuttle service (additional charge) Private check-in/check-out Snack Bar designated smoking area Air conditioning Non-smoking throughout Free WiFi Allergy-free room wifi Luggage storage Fax/photocopying Heating Bowling Car hire Packed lunches Canoeing Soundproof rooms Table tennis Billiards Massage Currency exchange Valet parking Safety Deposit Box express check-in/check-out internet services Ironing service breakfast in the room Family rooms dry cleaning Laundry Business centre Fishing Airport shuttle Non-smoking rooms Terrace 24-hour front desk Bar shared stationery such as printed menus  magazines  pens  and paper removed staff follow all safety protocols as directed by local authorities food can be delivered to guest accommodation physical distancing in dining areas guest accommodation sealed after cleaning guest accommodation is disinfected between stays linens  towels and laundry washed in accordance with local authority guidelines use of cleaning chemicals that are effective against coronavirus bicycle rental Fire extinguishers CCTV outside property CCTV in common areas Smoke alarms Security alarm Key access 24-hour security Live music/performance Tour or class about local culture Happy hour Walking tours Movie nights temporary art galleries Shuttle service meeting/banquet facilities Full body massage Hand massage Head massage Couples massage Foot massage Neck massage Back massage Outdoor furniture coffee house on site airport drop off Room service airport pick up Fruits Wine/champagne Accessible parking Restaurant Street parking Parking face masks for guests available thermometers for guests provided by property delivered food is securely covered breakfast takeaway containers guests have the option to cancel any cleaning services for their accommodation during their stay all plates  cutlery  glasses and other tableware have been sanitized property is cleaned by professional cleaning companies screens or physical barriers placed between staff and guests in appropriate areas mobile app for room service physical distancing rules followed cashless payment available contactless check-in/check-out first aid kit available process in place to check health of guests hand sanitizer in guest accommodation and key areas,"[-0.09430754194199456, 0.17817134008543536, -0.06849778836515735, 0.11583393837742767, 0.1935148291687214, -0.003775094831847304, -0.06775609055470724, 0.007571287739675132, 0.17110278169077053, 0.13526940212742763, 0.12594496942131136, -0.06412253597758073, -0.02910431114155731, 0.052528811074304974, 0.025361327852357302, 0.00990815829190331, -0.08320587844845656, 0.10924901841229535, -0.06302455856814665, 0.0069186460509432935, 0.06110749040088597, -0.07619444775026143, 0.043010811382309805, 0.1403012800200703, 0.028025389280222114, 0.0008579386950675933, -0.11599641997498956, -0.027559476740007294, -0.00909479251727704, 0.03603737021193394, 0.0846132001484225, 0.04486604005427106, 0.051229260834547, 0.07148923630656746, -0.041876717473445166, -0.11202881675689491, 0.03552807641147291, -0.025521823363336915, 0.008335936486102265, 0.19515662125143576, 0.1829951329487826, 0.1947525437203108, 0.041527732448311906, 0.13941654626735547, -0.04005807596673872, -0.10651481604447428, -0.04903702107012319, 0.004765669159888129, -0.006940935655282383, -0.01646291499689895]"
Albania,Albanien,Bermon,FourStar,"ALEKSANDER MOISIU, 12 TIRANE ",Breakfast buffet Café Multilingual staff Room service Housekeeping Wake-up service Safe Cable TV Shower Bathroom Visa MasterCard Hotel,"[-0.1120237897327929, -0.27819614097189127, 0.2321587701440652, -0.16282714489655062, -0.050687810846065315, -0.12007131519939998, 0.08421277131950289, 0.23368482973602045, 0.010019456391146547, 0.14693745283684417, 0.22349367997458727, -0.08194146700634265, 0.010830172332395659, -0.15334942378262725, -0.014567234961544539, -0.29890249224247034, -0.24600701582325943, -0.21415984742295746, 0.11336671986743163, -0.34656471281951445, -0.2716583156534888, -0.19916686660166294, 0.1570340129191337, -0.0022255581763676027, 0.012730852576719543, -0.37297898168231064, 0.008117845270730164, -0.11340839726115651, -0.07489972908919178, 0.02824257098375656, 0.012548238068369444, 0.09081966202790333, -0.07516379369062903, 0.04431657091741988, 0.03245877316127902, 0.07556023347414707, 0.021877057830008272, -0.01844475641594533, -0.024365598414199108, -0.02456686321432141, -0.0048475234508844455, 0.0012219703138371767, 0.007914050991662246, -0.048542672996889635, 0.021965587140964703, -0.013318219162587061, 0.017796858370894366, -0.0024716236046580377, -0.03884832323825189, -0.032324524976247264]"
Albania,Albanien,Hotel Denver,ThreeStar,Prane Shkolles Se Policise Sauk Tirana ,staff follow all safety protocols as directed by local authorities guest accommodation sealed after cleaning linens  towels and laundry washed in accordance with local authority guidelines Fire extinguishers 24-hour security wifi available in all areas Private parking parking on site designated smoking area Air conditioning Free WiFi wifi Luggage storage Currency exchange lift internet services Free parking Ironing service dry cleaning Laundry Non-smoking rooms Terrace Garden Bar Room service Pets allowed Restaurant Parking,"[-0.12945994783782316, 0.11241586987505836, 0.12117373910160215, 0.45513316671535564, 0.012500002457522263, -0.03256914185450702, 0.17069400357975678, 0.06541885672179926, -0.07338890348758648, 0.00791793388125049, -0.11698408653406468, 0.00506329008167862, -0.05085368053316689, -0.05138006932064395, -0.02986755771640344, 0.03443313163298462, 0.09274215190395593, -0.026311061232908564, 0.01128942039737954, 0.08065410653887775, -0.03922662724476482, 0.024526063811538577, -0.03264773318697458, -0.05234800678277516, 0.08888730689973402, -0.06918777262887647, -0.02285995391914402, -0.07417362780781547, 0.052414445732796654, 0.040585600892255325, -0.09358821023973672, 0.028635471938349488, 0.021007112946430054, 0.05149949439501239, -0.014995785549300655, 0.06056498216893008, 0.00010955133232089489, -0.09513638130838657, -0.024546472885920188, -0.09707224937936676, -0.08495307772419769, 0.10021394141658224, -0.0731627653137464, -0.07170179946055888, 0.017713278601903814, 0.0719195472580057, -0.037007651707440116, 0.038719567719615086, -0.10896883620399193, 0.013978193143705837]"
Albania,Albanien,Hotel Europa,ThreeStar,"Rruga Myslym Shyri, Nr 29. 1001 Tirana ",wifi available in all areas Smoke alarms staff follow all safety protocols as directed by local authorities shared stationery such as printed menus  magazines  pens  and paper removed hand sanitizer in guest accommodation and key areas first aid kit available thermometers for guests provided by property face masks for guests available Private parking parking on site minimarket on site Air conditioning Free WiFi wifi Fax/photocopying internet services Non-smoking rooms 24-hour front desk Bar Parking,"[-0.1724036662007472, -0.15596576191224215, -0.014713670049237074, 0.3453108884279179, -0.07815380814490999, -0.06815538491443524, 0.30742018800142756, -0.05908118553789167, -0.0679233644537055, 0.011839702762625194, -0.11354940370866114, -0.00945375343137321, -0.13266908470220923, -0.07343327327439046, 0.06591757508741568, -0.23647279422610806, 0.18784769464902643, 0.016989704140102414, -0.025120251236418985, 0.04849192094206136, -0.059503280253216016, 0.09267029568709377, -0.06017237473406366, -0.045070739070613375, 0.0535935498790361, -0.002269672378671975, -0.11342147726618367, -0.029973361974258286, -0.04541251317348817, 0.10104624868519059, -0.05338308136567842, -0.027190471850535983, 0.059920335194186755, 0.07933449217439095, -0.06363075398666707, 0.0923812901009427, 0.08301908585126892, -0.10969982452176802, 0.07985197902175267, 0.07040348566264817, -0.0105804573426795, 0.06038649963726544, 0.11037415834970446, 0.08105624755371846, 0.035459868050981766, -0.11132294267252633, 0.02921195004683225, -0.10057915915548982, 0.17853216713337092, 0.14353838534274446]"
