countyName,cityName,HotelName,HotelRating,Address,HotelFacilities,DescriptionVector
Albania,Albanien,Benilva Hotel,ThreeStar,Rruga Shkembi i Kavajes 2001 Durres ,staff follow all safety protocols as directed by local authorities guest accommodation sealed after cleaning linens  towels and laundry washed in accordance with local authority guidelines Beach Outdoor furniture Sun umbrellas sun loungers or beach chairs secured parking kids' outdoor play equipment wifi available in all areas Private parking parking on site Beachfront airport shuttle (additional charge) Special diet menus (on request) Snack Bar Private beach area designated smoking area Air conditioning Free WiFi wifi Luggage storage Fax/photocopying Heating children's playground Currency exchange Safety Deposit Box internet services Free parking Ironing service Family rooms Laundry Airport shuttle Non-smoking rooms Bar Restaurant Parking,"[-0.13533325258113446, 0.1865198991226473, 0.05246509717508274, 0.1158215333241091, 0.01260529163821518, 0.0857947625967289, -0.204587300812455, 0.028870067516037448, 0.022671097283979084, 0.15168790510825084, -0.09079085806705005, 0.1257486687936128, 0.05959907899926493, -0.023178307629351795, -0.09958514373950575, 0.05606208241372162, -0.04852922647668853, -0.0394496234638125, -0.0796502327426294, 0.00663156311160472, -0.0326244832168354, -0.08079597843284955, -0.1912018765584603, -0.034238612661862074, -0.12797005898468009, -0.14121294647864058, -0.02367151204102651, 0.11894444206667881, 0.0404529042747896, -0.025148856688782643, 0.014475693355233799, 0.25229756428138883, -0.1278090172366837, -0.13360134841061658, 0.03617283277199278, -0.017101205828704367, 0.025372562566023254, 0.03395687874705381, 0.05817305251678838, 0.08326386729731801, -0.04553743739933566, -0.11973131397269222, -0.07287455146236325, -0.018398196084669825, -0.02873323536735304, -0.04766772472019133, -0.11181532653398363, -0.15199689854642573, 0.10265318456042029, -0.04769295049128959]"
Albania,Albanien,Hotel Bella Vista,ThreeStar,"Rr. Pavarsia, Shkembi Kavajes Shkembi KavajesDurrës ",cashless payment available staff follow all safety protocols as directed by local authorities guest accommodation sealed after cleaning linens  towels and laundry washed in accordance with local authority guidelines Fire extinguishers 24-hour security Happy hour Beach Outdoor furniture Sun umbrellas Fruits Wine/champagne Safety Deposit Box lift internet services Free parking Family rooms Laundry Airport shuttle Non-smoking rooms Terrace Bar Restaurant Street parking secured parking wifi available in all areas Private parking parking on site Daily housekeeping airport shuttle (additional charge) Parking Snack Bar Private beach area designated smoking area Air conditioning Free WiFi wifi Luggage storage Fax/photocopying Heating Currency exchange,"[-0.16019960353825785, 0.27687266613980743, -0.016880954022302854, 0.09217956774342802, 0.12351605715810035, -0.023145412191596063, -0.10499161572363618, 0.15136834412665418, -0.04137785872856355, -0.0413574753883292, -0.05580870204158802, 0.07384468770551357, 0.09019525121366696, -0.043057459015383936, -0.09746026475447997, 0.037147683234455, 0.024294645653995237, -0.08731279737814526, 0.026237657601511297, 0.07172043736484743, -0.04280308337730781, -0.007343889359241474, -0.03433343912901366, -0.021371883528750888, -0.10123844159865561, -0.08223129521762367, -0.01757951747451632, 0.05879482018996855, -0.03752592783813446, -0.051416990966566996, -0.04020551278255384, 0.15661843107626836, -0.04030743321217319, -0.02833705210977827, -0.00886435372565516, -0.039034113714198876, 0.15617421339415533, 0.10168988893205552, 0.008544309890254353, 0.08152565182372289, -0.0695639499873205, 0.002500616202640885, -0.0873394670685456, -0.03715161033236657, 0.031589614271030984, 0.06102851520286096, -0.020141133003456508, 0.03092360002855884, 0.21005818406370497, 0.04311629088466082]"
Albania,Albanien,Tirana International,FourStar,"City Center Scanderbeg Square Tirana Albania 8 Scanderbeg SquareBuild. 8 , Entr. 1Tirana ",Banquet hall elevator Laundry facilities Number of coffee shops/cafes - 2 Coffee/tea in common areas Conference center Multilingual staff Free breakfast Airport transportation (surcharge) Free Buffet Breakfast RV  bus  truck parking Accessible bathroom (in select rooms) Tours/ticket assistance In-room accessibility (in select rooms) Assistive listening devices available Designated smoking areas Number of bars/lounges - 1 Free WiFi Limo or Town Car service available 24-hour business center Free wired Internet Concierge services Conference space size (meters) - 3000 Conference space size (feet) - 32292 Airport transportation Terrace Shopping on site Computer station Dry cleaning/laundry service Conference space Free self parking Snack bar/deli Designated smoking areas (fines apply) Safe-deposit box at front desk 24-hour front desk Business center Porter/bellhop Luggage storage Wedding services Internet access in public areas - high speed Garden Television in common areas Wheelchair-accessible path to elevator Meeting rooms Nightclub Ballroom Wheelchair accessible (may have limitations),"[0.6037253396470154, 0.01200035931296096, -0.04573218177021699, -0.009207010745199298, -0.028977396047613378, -0.02521418474112877, 0.002065135194655622, -0.02743569843011944, 0.0032597391941720883, -0.00578965756346249, 0.013841339966251637, -0.021808178251750986, -0.01827875657853749, -0.026852454109302315, -0.022163309656047417, 0.022033890743529353, 0.00582704327732382, 0.03958966994798934, -0.018586766837210056, 0.019473094062807738, 0.009342667902635968, -0.009663951394255688, -0.010371279032498574, 0.010859037504086236, 0.0012095295257418589, 0.006520067711141665, 0.007506129256466572, -0.0328423296927136, 0.0015072463569993128, -0.0291163286364303, -0.03385707850454797, -0.0254009558797448, 0.03740084853795066, 0.03651049777411002, -0.0033123602411429965, -7.031958923080345e-05, 0.021674498270523198, -0.02524028557559705, 0.0018958683900726755, -0.020230140338619064, 0.0006597124581251398, -0.004152309248857215, 0.01938051117604044, -0.02407666986908222, 0.04261750672799217, -0.006330133941014113, -0.010765653250848176, -0.006640099773735286, 0.03426613191358198, -0.04039059523524732]"
Albania,Albanien,Ikea Hotel,TwoStar,Rruga Rexhep Hamid Demi TIRANA ,Photocopier Restaurant Bar Multilingual staff Laundry service Room service Housekeeping Desk 220V power supply Cable TV TV Direct dial telephone Shower Bathroom Visa MasterCard Hotel,"[-0.14815252605916734, -0.12335320520839677, -0.034806401369601316, -0.11127093591997023, -0.036286279935015604, -0.12752856917466798, 0.0796716684980816, -0.08426790707089517, -0.11279084761028581, -0.015728328575757827, -0.08012335191060786, -0.14604285203366685, -0.16253577276418116, 0.36431732647662685, -0.18188572835949252, 0.05483829379022771, -0.09046324037507603, -0.10804623233593903, -0.01952529598158776, -0.03628468920435703, -0.07378731480486903, 0.05414424749369461, -0.10511719102234701, 0.10238031827557008, -0.07881980437321298, -0.15318699771103905, -0.012204061106585756, 0.26301192921662325, 0.16088392260356102, 0.08743267540255412, -0.04948097190663179, -0.1450691033396763, -0.21404548161668352, 0.12148268552250689, -0.08152522149461142, -0.14869921445191878, 0.007469647513621135, 0.002660177705565188, -0.1184296856288831, -0.04575513722511625, -0.12706401808542292, 0.04359377001267489, 0.21537217126292113, 0.004970647814980598, 0.041309292538335436, -0.023544781801906427, 0.0880523765083419, 0.0014289214116256837, -0.021939780529038364, 0.07658909972181667]"
Albania,Albanien,Mondial Hotel,FourStar,Rr. Muhamet Gjollesha 1023 Tirana ,Concierge services Conference space size (feet) - 1593 Terrace Computer station Self parking (surcharge) Conference space Sauna Snack bar/deli Smoke-free property Safe-deposit box at front desk Outdoor seasonal pool Spa services on site Library 24-hour front desk Business center Luggage storage Couples/private dining Area shuttle (surcharge) Shopping mall on site Wedding services Free newspapers in lobby Television in common areas Locally-owned & organized tours & activities Showcase for local artists Wheelchair accessible (may have limitations) Books Double-glazing on all windows Offsite parking reservations required elevator Laundry facilities Number of coffee shops/cafes - 2 Coffee/tea in common areas Daily Evening entertainment Concerts/live shows Multilingual staff Free breakfast Winery attached No accessible airport shuttle LED light bulbs Energy-saving features in guest rooms Energy-saving switches Airport transportation (surcharge) Rooftop terrace Free Buffet Breakfast Fireplace in lobby Tours/ticket assistance Number of bars/lounges - 2 Free WiFi Conference space size (meters) - 148 Number of meeting rooms - 4 Lockers available Free parking nearby Dry cleaning/laundry service Gift shops or newsstand,"[0.6222973090332348, -0.005070947468788263, -0.08557359152069968, -0.014621518265883295, -0.0367901273912121, -0.002843762581057154, 0.012746860271345625, -0.05159659397116776, -0.0077345619165499905, -0.0035825075221625736, 0.0017549866471382992, -0.0333909419091964, 0.00585744793662814, 0.0017301631291059669, -0.016146755538423988, 0.00837987166599262, 0.04115807623741878, -0.0025881133544572786, 0.03240005553003075, 0.00037402565202658404, -0.022949895650256426, 0.013470436593330193, 0.0221673780821857, 0.029844701096891964, 0.00045355899307097144, -0.03239887229104928, -0.002225653909316311, 0.007461185012263258, 0.010486113465518757, -0.023089338043210207, -0.008641839959952404, 0.013999008160129216, -0.016674926404372795, 0.008831097190889455, -0.007671613334688386, -0.009003325369847198, -0.00018572379850667265, 0.01968007930413506, 0.0554753549708959, 0.00598425837389442, 0.009589822126556232, -0.013541617978388966, 0.01708498961040364, 0.002005652275214427, -0.0235030306629636, -0.011844184568823012, 0.007822590475714238, 0.02663207290255627, -0.014545034541395312, 0.04876634515880349]"
Albania,Albanien,Rogner Hotel Tirana,FiveStar,Bulevardi Deshmoret e Kombit 1001 Tirana ,Snack Bar ATM/cash machine on site designated smoking area Parking garage Public Bath wifi available in all areas Private parking parking on site Daily housekeeping airport shuttle (additional charge) Special diet menus (on request) concierge service outdoor pool (all year) Sun terrace Air conditioning Non-smoking throughout Free WiFi Outdoor pool wifi Head massage Couples massage Foot massage Neck massage Back massage Spa/wellness packages Spa lounge/relaxation area Spa Facilities Body wrap Body scrub Body Treatments hair styling hair colouring hair cut Pedicure Manicure hair treatments Make up services Facial treatments Beauty Services Sun umbrellas sun loungers or beach chairs tennis equipment Visual aids: Tactile signs Visual aids: Braille airport drop off airport pick up Shallow end Emergency cord in bathroom Lower bathroom sink Higher level toilet Toilet with grab rails Wheelchair accessible face masks for guests available thermometers for guests provided by property breakfast takeaway containers guests have the option to cancel any cleaning services for their accommodation during their stay all plates  cutlery  glasses and other tableware have been sanitized property is cleaned by professional cleaning companies screens or physical barriers placed between staff and guests in appropriate areas physical distancing rules followed contactless check-in/check-out first aid kit available hand sanitizer in guest accommodation and key areas shared stationery such as printed menus  magazines  pens  and paper removed staff follow all safety protocols as directed by local authorities food can be delivered to guest accommodation physical distancing in dining areas Accessible parking guest accommodation is disinfected between stays linens  towels and laundry washed in accordance with local authority guidelines use of cleaning chemicals that are effective against coronavirus Swimming pool Fire extinguishers Smoke alarms Security alarm 24-hour security Swimming pool Fitness Full body massage Hand massage Room service Pets allowed Restaurant Parking Luggage storage Fax/photocopying Heating hammam Tour desk Car hire Packed lunches Soundproof rooms Massage Spa and wellness centre Currency exchange Safety Deposit Box lift internet services Ironing service breakfast in the room Family rooms Barber/beauty shop Facilities for disabled guests dry cleaning Laundry Business centre Airport shuttle Non-smoking rooms Terrace Garden Fitness centre Sauna Tennis Court 24-hour front desk Bar meeting/banquet facilities,"[-0.09044825039544895, 0.16760769959714786, 0.12133599058874805, 0.04586861836991991, 0.1860078881646261, -0.09930322923378894, -0.13252837498755712, -0.0034724777731038356, 0.09871569770516807, -0.005751942936522659, 0.09458615289458767, -0.06926419044105003, -0.011440432675549502, 0.08830897652094064, -0.004044100844724061, 0.05142860766533165, 0.12838865452815812, 0.08370554272242244, 0.09800537682014217, -0.09009236330176236, 0.010946402973732736, 0.004865562458023088, 0.02383734358896149, -0.12347727704724877, -0.051126226297017505, 0.010467618816163355, -0.0959745294853386, -0.000327811200257012, -0.14428257151848528, -0.021612534784547843, 0.04172718469517775, 0.1047940137378502, 0.09438933590916258, 0.03529381181822289, 0.0740043018078743, 0.20485414281656755, 0.08871964838799502, 0.07526522746618748, -0.1502664012080307, -0.0028833787313043272, -0.00392453354164706, 0.06550667926268737, 0.1702585620941207, -0.15121145232985164, 0.06825594237997083, 0.1789809123347529, 0.04259271257940929, -0.12050770222115312, -0.03403225095484837, 0.02762998204679906]"
Albania,Albanien,Sar'otel Hotel & Spa,FourStar,Street Kostandin Kristoforidhi Nr.1 Behind Central Polyclinic 3The street in front of the ProcureTirana ,thermometers for guests provided by property delivered food is securely covered breakfast takeaway containers guests have the option to cancel any cleaning services for their accommodation during their stay all plates  cutlery  glasses and other tableware have been sanitized physical distancing rules followed cashless payment available contactless check-in/check-out first aid kit available process in place to check health of guests hand sanitizer in guest accommodation and key areas shared stationery such as printed menus  magazines  pens  and paper removed staff follow all safety protocols as directed by local authorities food can be delivered to guest accommodation physical distancing in dining areas guest accommodation sealed after cleaning guest accommodation is disinfected between stays linens  towels and laundry washed in accordance with local authority guidelines use of cleaning chemicals that are effective against coronavirus Fire extinguishers CCTV outside property CCTV in common areas Smoke alarms Security alarm Key card access Shuttle service Fitness airport drop off airport pick up Fruits Wine/champagne Parking garage secured parking wifi available in all areas Private parking parking on site Daily housekeeping shared lounge/TV area airport shuttle (additional charge) Trouser press shuttle service (additional charge) Snack Bar Air conditioning Free WiFi wifi Luggage storage Fax/photocopying Heating Car hire Soundproof rooms Table tennis Currency exchange Safety Deposit Box express check-in/check-out lift internet services Ironing service breakfast in the room dry cleaning Laundry Airport shuttle Non-smoking rooms Terrace Garden Fitness centre 24-hour front desk Bar meeting/banquet facilities Room service Parking,"[-0.1777150520458055, 0.23979239794375987, 0.18353011544705936, -0.1796292688072807, -0.08714064403425935, 0.08301082045274813, 0.0984735090117436, -0.08138345454191627, -0.051024247917787646, -0.06493549145270205, -0.08295330651917458, -0.06048760400917974, 0.005738331961133051, -0.10911069995934536, 0.021799936311396872, 0.10033882894208163, 0.010534850670760583, 0.06694116235896883, 0.10604486017062102, -0.16960940696782534, 0.08508133206556187, 0.03871122881869208, 0.004470006325988354, -0.10821916199251835, -0.07085761840477886, -0.009462401491435058, 0.0847625234489127, -0.01859849891775, -0.04277741653062145, -0.022957833096762248, -0.24434976743168282, -0.03144876159355057, -0.008421340112596477, 0.17301907260204885, 0.055979818274295476, -0.051227079452066296, 0.02908533383585071, -0.07869450719259362, 0.04875096356156143, -0.10335545777533987, 0.0017148315844510687, -0.04138147191150783, 0.024946860809523602, 0.07542028582423883, 0.03611242934581187, -0.013641848442592752, -0.05339574510572383, 0.043769819085047075, -0.07718324227464478, -0.010850134458974934]"
Albania,Albanien,The Rooms,FourStar,Rr. Sami Frasheri 56 Kompleksi NOBIS1019 Tirana ,Aerobics Tour or class about local culture Heated pool wifi available in all areas Private parking parking on site Daily housekeeping minimarket on site shuttle service (additional charge) concierge service indoor pool (all year) ATM/cash machine on site designated smoking area Air conditioning Non-smoking throughout Free WiFi Indoor pool wifi Luggage storage Heating hammam Car hire Soundproof rooms Hot tub/jacuzzi Massage Spa and wellness centre Safety Deposit Box lift internet services Family rooms Barber/beauty shop dry cleaning Non-smoking rooms Fitness centre Sauna thermometers for guests provided by property guests have the option to cancel any cleaning services for their accommodation during their stay invoice provided physical distancing rules followed cashless payment available first aid kit available hand sanitizer in guest accommodation and key areas shared stationery such as printed menus  magazines  pens  and paper removed staff follow all safety protocols as directed by local authorities guest accommodation is disinfected between stays Bar linens  towels and laundry washed in accordance with local authority guidelines Pets allowed use of cleaning chemicals that are effective against coronavirus Parking Swimming pool Fire extinguishers CCTV in common areas Smoke alarms,"[-0.11655908645336864, 0.18727354637865884, 0.2977985017038384, -0.02640085564508813, -0.09584547526665803, 0.09216986782026462, 0.010407447574724104, -0.2234727760376954, 0.04508735435526715, 0.04562502862290776, 0.0443557419102494, -0.0938317836151767, -0.02370950092305994, 0.056119131924837404, -0.10663138261044351, 0.0590407935181298, 0.10440692405935426, -0.055898895659303706, -0.015569235407460288, 0.048633767801489314, -0.17187471148725117, 0.012133849645310264, 0.02226299587328077, 0.17151035197083378, 0.14671198945397676, 0.04978678671269486, 0.18191226981921135, -0.006613741751612406, -0.07340813437950891, -0.056648091895234925, -0.03221382657413565, 0.045358600666160716, -0.03134756820898152, -0.03333836940283772, 0.02081887713491539, 0.03739073576638747, -0.06938460404544398, 0.17488400489913664, 0.21734457208615912, -0.1385001594802369, 0.046432404510317805, 0.08893731750985177, 0.007874624841765088, 0.09596587808367749, 0.05185099469427441, 0.07823568375582375, 0.12798468629449364, -0.18752414332638154, 0.08596099416845546, -0.06878796229790195]"
Albania,Albanien,Palace Hotel & Spa,FiveStar,Lagja 13 Pavarsia Road Durrës ,process in place to check health of guests hand sanitizer in guest accommodation and key areas shared stationery such as printed menus  magazines  pens  and paper removed staff follow all safety protocols as directed by local authorities food can be delivered to guest accommodation physical distancing in dining areas guest accommodation sealed after cleaning guest accommodation is disinfected between stays linens  towels and laundry washed in accordance with local authority guidelines use of cleaning chemicals that are effective against coronavirus Swimming pool Fire extinguishers CCTV outside property CCTV in common areas 24-hour security Aerobics Live music/performance Happy hour Themed dinner nights Shuttle service Beach Swimming pool fitness/spa locker rooms Fitness Spa lounge/relaxation area Spa Facilities Body scrub Body Treatments Facial treatments Beauty Services Sun umbrellas sun loungers or beach chairs coffee house on site airport drop off airport pick up Fruits Wine/champagne Accessible parking Parking garage Kid-friendly buffet Kid meals wifi available in all areas parking on site Daily housekeeping Evening entertainment Beachfront airport shuttle (additional charge) Trouser press Special diet menus (on request) shuttle service (additional charge) Private check-in/check-out indoor pool (all year) outdoor pool (seasonal) Sun terrace Snack Bar Private beach area Air conditioning Non-smoking throughout Free WiFi Outdoor pool Indoor pool Allergy-free room wifi Luggage storage Fax/photocopying Heating hammam Car hire Soundproof rooms Hot tub/jacuzzi children's playground Massage Spa and wellness centre Currency exchange Safety Deposit Box lift internet services Free parking Family rooms Barber/beauty shop Business centre Airport shuttle Non-smoking rooms Terrace Garden Fitness centre Sauna 24-hour front desk Bar meeting/banquet facilities Room service Restaurant all plates  cutlery  glasses and other tableware have been sanitized Parking property is cleaned by professional cleaning companies screens or physical barriers placed between staff and guests in appropriate areas physical distancing rules followed contactless check-in/check-out first aid kit available delivered food is securely covered breakfast takeaway containers guests have the option to cancel any cleaning services for their accommodation during their stay,"[-0.20257632175871176, -0.03609413584439223, -0.1171796252881443, -0.002487687839773268, -0.13550892046876242, 0.1797889126170923, -0.23963746247887246, -0.19623758934698018, -0.07781667714282438, 0.10158232290517874, -0.12359256131241075, -0.10249001272862342, 0.04146359941529583, -0.1839658018174473, -0.1276350091756512, -0.0027298663832237106, -0.04583259973186071, 0.002311830030489871, 0.1616567737767364, 0.01319445764632702, -0.05762837286753149, 0.17308139046444507, 0.0884271715949149, 0.0555060968244861, -0.0329056971242509, 0.016201616717637674, 0.12022158878835461, -0.04723268438979638, -0.022025043490924795, -0.0890149294875249, 0.04329282929048978, -0.013011354148085423, 0.07018948274001051, 0.03204154869210465, 0.019171337193967165, 0.14983133134474272, -0.07547487709438981, -0.025274795755110845, -0.14212097000353885, -0.05234086226300741, -0.050084870767625564, 0.005413870135556344, -0.10243811019923858, -0.0435090409561306, -0.11294144154981874, -0.05528637553870175, 0.23298463792060772, 0.09624152564164808, 0.04115220972368685, 0.09679240568818825]"
Albania,Albanien,Classic Hotel,FourStar,Sulejman Delvina Street Tirana ,24-hour front desk Multilingual staff Porter/bellhop Free breakfast Luggage storage Airport transportation (surcharge) Rooftop terrace Free Buffet Breakfast Tours/ticket assistance Wedding services Free newspapers in lobby Garden Designated smoking areas Number of bars/lounges - 1 Free WiFi Television in common areas Conference space size (meters) - 50 Meeting rooms Lockers available Dry cleaning/laundry service Gift shops or newsstand Conference space Free self parking elevator Use of nearby fitness center (discount) Laundry facilities Safe-deposit box at front desk Daily Conference center,"[0.5357382075756686, 0.09597838975166738, 0.004816883400916051, 0.06704610557906272, 0.05519254586194464, -0.14072715095576852, -0.0011839179674365261, -0.013664615573451477, -0.043690428441339114, 0.03933187638510179, 0.03364046421380706, 0.010345677077978859, -0.042306615852467415, 0.039065743266892085, -0.010440320257460748, 0.009653611309591038, -0.007401082781855345, -0.009972703415071803, 0.029346088774126235, 0.01722177084777859, -0.02578117815288647, -0.014916898778541644, 0.015481596529738824, 0.0017325386578315623, 0.017363915045716844, -0.0009499934388592517, 0.030154451291076842, -0.01760178363439103, -9.213361544045724e-05, -0.05233994198916226, -0.022506867286972636, 0.05705256215352764, -0.039694391995058254, -0.023389532221104264, 0.029060244380145952, 0.04396752668024184, 0.031278037064417806, 0.008040309458607307, 0.10062028655693199, 0.02992309745158316, 0.04843777421094516, -0.029418891053928368, 0.05195011504386563, 0.012510114227200603, -0.03898666479948144, -0.034850388518719556, -0.021832358573528977, -0.002238393471703116, 0.03804109547067366, 0.025618541846232332]"
Albania,Albanien,Vila 60 Hotel,ThreeStar,Bulevardi Zhan D Ark Tirane ,face masks for guests available delivered food is securely covered breakfast takeaway containers guests have the option to cancel any cleaning services for their accommodation during their stay all plates  cutlery  glasses and other tableware have been sanitized physical distancing rules followed first aid kit available hand sanitizer in guest accommodation and key areas shared stationery such as printed menus  magazines  pens  and paper removed staff follow all safety protocols as directed by local authorities food can be delivered to guest accommodation physical distancing in dining areas guest accommodation sealed after cleaning guest accommodation is disinfected between stays linens  towels and laundry washed in accordance with local authority guidelines use of cleaning chemicals that are effective against coronavirus Fire extinguishers CCTV in common areas Smoke alarms Security alarm Key card access 24-hour security Shuttle service Outdoor furniture coffee house on site Fruits Wine/champagne Accessible parking Public transport tickets Street parking secured parking wifi available in all areas Private parking parking on site Daily housekeeping shared lounge/TV area Special diet menus (on request) shuttle service (additional charge) Private check-in/check-out concierge service Snack Bar designated smoking area Air conditioning Free WiFi wifi Luggage storage Fax/photocopying Heating Car hire Soundproof rooms Safety Deposit Box express check-in/check-out internet services Free parking Ironing service breakfast in the room Family rooms dry cleaning Laundry Non-smoking rooms Garden 24-hour front desk Bar meeting/banquet facilities Room service Parking,"[-0.2030815718974116, -0.01229806350646687, -0.20381043418832331, -0.030521698139842308, -0.007032833867205677, 0.10655393443760795, 0.07103959844641304, -0.168979156939067, 0.2496019765895565, 0.024433408934892008, 0.04101572063348281, 0.024453714434737643, 0.11528976378951368, -0.04632373525125192, -0.035747583242379595, 0.1513775980931681, -0.09335503405620663, 0.0373087238260544, -0.006425222173227999, 0.05678029559338412, -0.01831795530139513, -0.15421023308798212, -0.016375556421650235, 0.12023448191542123, 0.21001096132354802, -0.05804166791011914, -0.0783031272392369, 0.023532904435907068, 0.09361862649068697, -0.13869158646009344, -0.05841201150063159, 0.12673321216992545, 0.04436154306714942, 0.26837129883737476, 0.11111417915402384, -0.13116055401760865, 0.016026621385660928, -0.1314429231052291, 0.010511803457463054, 0.18316521829196397, -0.08552328117037894, -0.09272912862028879, -0.09764949932289427, -0.004315438986883776, 0.0882518806464481, 0.0265492745123345, 0.13599825148466652, 0.09105429674806266, 0.009127009164217508, -0.021951475714832316]"
Albania,Albanien,Xheko Imperial Luxury Boutique Hotel,FourStar,Rr Ibrahim Rugova 56H2 1019 TiraneTirane ,airport pick up airport drop off Visual aids: Tactile signs coffee house on site Outdoor furniture Beauty Services Body scrub Light therapy Spa Facilities Steam room Spa lounge/relaxation area Spa/wellness packages Back massage Neck massage Foot massage Couples massage Head massage Hand massage Full body massage Fitness fitness/spa locker rooms Swimming pool Shuttle service Live music/performance 24-hour security Key access Key card access Security alarm Smoke alarms CCTV in common areas CCTV outside property Fire extinguishers Fruits Wine/champagne Heated pool Emergency cord in bathroom Lower bathroom sink Higher level toilet Toilet with grab rails hand sanitizer in guest accommodation and key areas shared stationery such as printed menus  magazines  pens  and paper removed staff follow all safety protocols as directed by local authorities food can be delivered to guest accommodation physical distancing in dining areas guest accommodation sealed after cleaning guest accommodation is disinfected between stays linens  towels and laundry washed in accordance with local authority guidelines Massage Spa and wellness centre Currency exchange Valet parking Safety Deposit Box express check-in/check-out lift internet services Ironing service breakfast in the room Family rooms Facilities for disabled guests dry cleaning Laundry Business centre Airport shuttle Non-smoking rooms Terrace Garden Fitness centre Sauna 24-hour front desk Bar meeting/banquet facilities Room service Restaurant Air conditioning Non-smoking throughout Free WiFi Indoor pool wifi Luggage storage Fax/photocopying Heating hammam Car hire Packed lunches Soundproof rooms Hot tub/jacuzzi Parking delivered food is securely covered breakfast takeaway containers guests have the option to cancel any cleaning services for their accommodation during their stay all plates  cutlery  glasses and other tableware have been sanitized property is cleaned by professional cleaning companies screens or physical barriers placed between staff and guests in appropriate areas physical distancing rules followed cashless payment available contactless check-in/check-out first aid kit available process in place to check health of guests face masks for guests available thermometers for guests provided by property Swimming pool use of cleaning chemicals that are effective against coronavirus designated smoking area Snack Bar indoor pool (all year) concierge service Private check-in/check-out shuttle service (additional charge) Special diet menus (on request) Trouser press airport shuttle (additional charge) Lockers minimarket on site Evening entertainment Daily housekeeping grocery deliveries Private parking wifi available in all areas Kid meals Kid-friendly buffet Parking garage Wheelchair accessible,"[-0.1881988887066381, 0.008547043696213247, -0.15106693263143933, -0.11459507634520874, 0.13433675010299695, 0.0042009223163431446, 0.045684166756637626, -0.12076702067190963, 0.1854409441617238, -0.1292361975133039, 0.024160587542579055, 0.17950995429802813, 0.03760588758531644, -0.21698402173772963, -0.02695166130721452, 0.05495046166321218, -0.08660865302754372, 0.010779584804135076, 0.08686598990094821, 0.10895293704991622, -0.01042303004429951, 0.049876443446001936, 0.08789642309889009, -0.05524545829042336, -0.15665086277059576, -0.05468765296221885, 0.04244528888696674, -0.057276815181343685, -0.12273612152490103, -0.002918745543529313, -0.09251958949715632, -0.17435478231435306, -0.10569579500967523, -0.016885704474629278, 0.0957540742354598, -0.08657661012594618, -0.2487404149881611, 0.07958093212878091, -0.061669106376361624, -0.0837391809837206, -0.08625936265800013, -0.07856355142801645, 0.04552878560165137, -0.0890912836502653, 0.0014409579370996584, -0.16777491555727025, -0.22289153993693325, -0.19483078921513036, 0.07572146041631855, 0.130028784455884]"
Albania,Albanien,Hotel Baron,ThreeStar,Rruga Elbasanit 274 Tirana ,Airport transportation (surcharge) Cave exploring/spelunking nearby Wheelchair accessible  no Luggage storage Free breakfast Express check-out Multilingual staff 24-hour front desk Dry cleaning/laundry service secured parking Uncovered parking Free RV  bus  truck parking Parking (limited spaces) Free reception Television in common areas Limo or Town Car service available Free WiFi Number of bars/lounges - 1 Designated smoking areas Garden Tours/ticket assistance Shopping center shuttle (surcharge) Free continental breakfast Ferry terminal shuttle (surcharge) Daily Barbecue grill(s) Safe-deposit box at front desk Snack bar/deli Number of coffee shops/cafes - 1 Hiking/biking trails nearby Laundry facilities Free self parking Computer station Terrace,"[0.5295156828758595, 0.0955066095735159, -0.033388582036449364, 0.06067355041035086, 0.0639189172317925, -0.0866296073081588, 0.004901263836471411, 0.004790428527535302, -0.03787090306433618, 0.04785449235429654, 0.015071301486032834, -0.010286893703808956, -0.01603250669417747, 0.04286239876446466, -0.013188844697541955, 0.019021683743477232, -0.00862806762361857, -0.020464455910644712, 0.06320919062728207, 0.019535358909908204, -0.0311854133799804, 0.00892884839964106, 0.04643806278882344, 0.01692448000091636, 0.02560727831565446, -0.024731195579393114, 0.0277873231878622, 0.01497215702911022, 0.045537320709772455, -0.03897003268937497, -0.00032384246700783076, 0.0608211549559012, -0.05913865753810152, -0.03598810857963489, 0.03157990514141361, 0.006201693137039513, 0.0027491266057062557, 0.014437144474203445, 0.13772483327818108, 0.03607601194928757, 0.039174760247925135, -0.054368930006220714, 0.012628252263767, 0.010555354705786339, -0.062259481346602336, -0.07171258365163878, 0.02399248172534755, 0.0033033840998322687, -0.03720971784087169, 0.05455257817597283]"
