countyCode,countyName,cityCode,cityName,HotelCode,HotelName,HotelRating,Address,Attractions,Description,FaxNumber,HotelFacilities,Map,PhoneNumber,PinCode,HotelWebsiteUrl
FJ,Fiji,115284,Coral Coast,6094659,Amour Rendezvous HomeStay,TwoStar,korotogo beach  ,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Kula Eco Park - 1.5 km / 0.9 mi <br /> Lawaqa Park - 7.5 km / 4.7 mi <br /> Sigatoka Sand Dunes - 10.7 km / 6.7 mi <br /> Tavuni Hill Fort - 10.7 km / 6.7 mi <br /> Shangri La Beach - 18.8 km / 11.7 mi <br /> Vatukarasa Village - 19.7 km / 12.2 mi <br /> Naihehe Caves - 19.7 km / 12.2 mi <br /> Namatakula Beach - 34.6 km / 21.5 mi <br /> Natadola Beach - 38.5 km / 24 mi <br /> Natadola Bay Championship Golf Course - 38.6 km / 24 mi <br /> Rivers Fiji - 40.6 km / 25.2 mi <br /> Vunanui Bay - 45.7 km / 28.4 mi <br /> </p><p>The nearest major airport is Nadi Intl. Airport (NAN) - 75.8 km / 47.1 mi</p>,"<p>HeadLine : Near Kula Eco Park</p><p>Location : When you stay at Amour Rendezvous HomeStay in Korotogo, you ll be near the beach and within a 5-minute drive of Kula Eco Park.  This bed & breakfast is 11.7 mi (18.8 km) from Shangri La Beach and 24 mi (38.5 km) from Natadola Beach.</p><p>Rooms : Make yourself at home in one of the 2 guestrooms featuring microwaves and minibars. Rooms have private patios. Prepare your meals in the shared/communal kitchen. Wireless Internet access (surcharge) is available to keep you connected.</p><p>Dining : Grab a bite from the grocery/convenience store serving guests of Amour Rendezvous HomeStay. Local cuisine breakfasts are available daily from 9:00 AM to 11:00 AM for a fee.</p><p>CheckIn Instructions : <ul>  <li>Extra-person charges may apply and vary depending on property policy</li><li>Government-issued photo identification and a credit card, debit card, or cash deposit may be required at check-in for incidental charges</li><li>Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed</li><li>This property accepts cash</li>  </ul></p><p>Special Instructions : To make arrangements for check-in please contact the property at least 24 hours before arrival using the information on the booking confirmation. Guests must contact the property in advance for check-in instructions. Front desk staff will greet guests on arrival.</p>",,Dry cleaning/laundry service Walkway to water Vending machine Wheelchair accessible  no Grocery/convenience store Outdoor furniture Porter/bellhop Fully fenced Horse riding nearby 24-hour front desk Breakfast available (surcharge) Designated smoking areas Housekeeping on request Hiking/biking trails nearby Laundry facilities Free self parking Beach towels Concierge services,-18.179044|177.548321,679-2175050,2010,
FJ,Fiji,115284,Coral Coast,6102752,Moksha Retreat,TwoStar,"Lot 59, Maui Bay,West Road  ",Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Namatakula Beach - 15.2 km / 9.5 mi <br /> Kula Eco Park - 16.6 km / 10.3 mi <br /> Rivers Fiji - 23.8 km / 14.8 mi <br /> Lawaqa Park - 24.8 km / 15.4 mi <br /> Sigatoka Sand Dunes - 28 km / 17.4 mi <br /> Tavuni Hill Fort - 28 km / 17.4 mi <br /> Vunanui Bay - 29 km / 18 mi <br /> Waidroka Bay Dock - 35.6 km / 22.1 mi <br /> Shangri La Beach - 36 km / 22.4 mi <br /> Vatukarasa Village - 37 km / 23 mi <br /> Naihehe Caves - 37 km / 23 mi <br /> </p><p>The nearest major airport is Nadi Intl. Airport (NAN) - 93.2 km / 57.9 mi</p>,"<p>HeadLine : Near the beach</p><p>Location : When you stay at Moksha Retreat in Korolevu, you ll be near the beach and 14 minutes by car from Namatakula Beach.  This spa bed & breakfast is 22.4 mi (36 km) from Shangri La Beach and 10.3 mi (16.6 km) from Kula Eco Park.</p><p>Rooms : Make yourself at home in one of the 2 air-conditioned guestrooms. Complimentary wireless Internet access is available to keep you connected. Bathrooms have showers and bathrobes. Conveniences include electric kettles and free tea bags/instant coffee, and housekeeping is provided daily.</p><p>Dining : Enjoy a meal at Gazebo Restaurant or snacks in the bed & breakfast s coffee shop/cafe. Quench your thirst with your favorite drink at the bar/lounge. A complimentary continental breakfast is served daily from 8:30 AM to 10:30 AM.</p><p>CheckIn Instructions : <ul>  <li>Extra-person charges may apply and vary depending on property policy</li><li>Government-issued photo identification and a credit card, debit card, or cash deposit may be required at check-in for incidental charges</li><li>Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed</li><li>This property accepts credit cards, debit cards, and cash</li>  </ul></p><p>Special Instructions : There is no front desk at this property. To make arrangements for check-in please contact the property ahead of time using the information on the booking confirmation. If you are planning to arrive after 8:00 PM please contact the property in advance using the information on the booking confirmation. Guests must contact the property for check-in instructions.</p>",,Access to nearby outdoor pool Dry cleaning/laundry service Wheelchair accessible (may have limitations) Proposal/romance packages available Fully fenced Wheelchair-accessible spa Wheelchair-accessible registration desk Television in common areas Shared refrigerator Number of bars/lounges - 1 Wheelchair-accessible public washroom Spa treatment room(s) Designated smoking areas Number of spa tubs - 1 Garden Wheelchair accessible parking Free newspapers in lobby Full-service spa Wedding services Free continental breakfast Luggage storage Wheelchair-accessible on-site restaurant Free breakfast Daily Number of coffee shops/cafes - 1 Sauna Free self parking Hair salon,-18.20125|177.67216,679-992 1511,,
FJ,Fiji,144900,Denerau,1113904,Sofitel Fiji Resort & Spa,FiveStar,Denarau Denarau Island Fiji ,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Denarau Beach - 0.4 km / 0.3 mi <br /> Sheraton Denarau Golf and Racquet Club - 0.5 km / 0.3 mi <br /> Denarau Golf and Racquet Club - 0.9 km / 0.6 mi <br /> Port Denarau Marina - 0.9 km / 0.6 mi <br /> Port Denarau - 1 km / 0.6 mi <br /> Sri Siva Subramaniya Swami Temple - 7.2 km / 4.5 mi <br /> Sri Siva Subramaniya Temple - 7.2 km / 4.5 mi <br /> Wailoaloa Beach - 9.4 km / 5.8 mi <br /> Namaka Market - 11 km / 6.8 mi <br /> Navala Village - 16.8 km / 10.4 mi <br /> Naisoso Island - 17.5 km / 10.9 mi <br /> Zip Fiji - 17.8 km / 11.1 mi <br /> Garden of the Sleeping Giant - 20.3 km / 12.6 mi <br /> Sabeto Hot Springs and Mud Pool - 22 km / 13.7 mi <br /> Vuda Point Marina - 28.5 km / 17.7 mi <br /> </p><p>The nearest airports are:<br />Nadi Intl. Airport (NAN) - 13.9 km / 8.6 mi<br /> Malololailai (PTF) - 28.2 km / 17.5 mi<br /> Mana (MNF) - 28.2 km / 17.5 mi<br /> </p><p>The preferred airport for Sofitel Fiji Resort And Spa is Nadi Intl. Airport (NAN). </p>,"<p>HeadLine : Near Denarau Beach</p><p>Location : When you stay at Sofitel Fiji Resort And Spa in Nadi, you ll be on the beach, within a 15-minute walk of Port Denarau Marina and Port Denarau.  This 5-star resort is 0.1 mi (0.2 km) from Denarau Beach and 0.6 mi (0.9 km) from Denarau Golf and Racquet Club.</p><p>Rooms : Make yourself at home in one of the 298 guestrooms featuring minibars and LED televisions. Rooms have private furnished balconies or patios. Complimentary wireless Internet access keeps you connected, and digital programming is available for your entertainment. Private bathrooms with showers feature rainfall showerheads and complimentary toiletries.</p><p>Dining : Grab a bite at Bazaar Kitchen, one of the resort s 3 restaurants, or stay in and take advantage of the 24-hour room service. Snacks are also available at the coffee shop/cafe. When you are in need of a refreshing drink, visit the beach bar or one of 4 bars/lounges, or 2 poolside bars. Buffet breakfasts are available daily from 6:30 AM to 11 AM for a fee.</p><p>CheckIn Instructions : <ul>  <li>Extra-person charges may apply and vary depending on property policy</li><li>Government-issued photo identification and a credit card, debit card, or cash deposit may be required at check-in for incidental charges</li><li>Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed</li><li>This property accepts credit cards; cash is not accepted</li><li>Safety features at this property include a fire extinguisher, a smoke detector, a security system, and a first aid kit</li>  </ul></p><p>Special Instructions : This property offers transfers from the airport (surcharges may apply). Guests must contact the property with arrival details before travel, using the contact information on the booking confirmation. Front desk staff will greet guests on arrival.</p>",679-675 1122,elevator Fitness facilities Ballroom Wheelchair-accessible concierge desk Reception hall Express check-in Wheelchair-accessible van parking Babysitting or childcare (surcharge) Water sports equipment Swimming nearby Scuba diving nearby Free WiFi Number of bars/lounges - 4 Number of spa tubs - 1 Number of poolside bars - 2 Number of outdoor pools - 2 Number of beach bars - 1 Number of swim-up bars - 1 In-room accessibility (in select rooms) Bicycle rentals nearby Wheelchair accessible parking Roll-in shower (in select rooms) Tours/ticket assistance Accessible bathroom (in select rooms) Wheelchair-accessible lounge Wheelchair-accessible on-site restaurant Multilingual staff Handrails in stairways Conference center Wheelchairs available on site Breakfast available (surcharge) Beach club on site (surcharge) Marina nearby Wheelchair-accessible meeting spaces/business center Number of coffee shops/cafes - 1 Laundry facilities Beach umbrellas Meeting rooms Spa treatment room(s) Full-service spa Supervised childcare/activities (surcharge) Area shuttle (surcharge) Golfing nearby Spa services on site Snorkeling nearby Safe-deposit box at front desk Smoke-free property Hiking/biking trails nearby Children's pool Free self parking Conference space Beach cabanas (surcharge) Waterslide Free valet parking Free pool cabanas Computer station Beach sun loungers Wheelchair accessible path of travel Pool sun loungers Conference space size (feet) - 8611 24-hour business center Wheelchair-accessible path to elevator Wheelchair-accessible spa Wheelchair-accessible registration desk Wheelchair-accessible pool Well-lit path to entrance Garden Picnic area Free newspapers in lobby Wedding services Beach towels 24-hour fitness facilities Luggage storage Express check-out Porter/bellhop Business center Personal motorized watercraft on site 24-hour front desk Scooter/moped rentals nearby Library Playground on site Rowing or canoeing on site Kayaking on site Hair salon Terrace ATM/banking Parasailing on site Concierge services Gift shops or newsstand Dry cleaning/laundry service Shopping on site Pool umbrellas Conference space size (meters) - 800 Swimming pool Sailing on site Fitness classes on site Airport transportation (surcharge) Golf lessons available nearby Wheelchair accessible (may have limitations),-17.770803|177.37402,+6796751111,0,http://www.sofitelfiji.com.fj
FJ,Fiji,144900,Denerau,1175181,The Westin Denarau Island Resort & Spa Fiji,FiveStar,Denarau Island North P.o. Box 9081 NadiDenarau Island North ,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Sheraton Denarau Golf and Racquet Club - 0.4 km / 0.3 mi <br /> Denarau Golf and Racquet Club - 0.7 km / 0.4 mi <br /> Denarau Beach - 0.8 km / 0.5 mi <br /> Port Denarau Marina - 1.4 km / 0.8 mi <br /> Port Denarau - 1.4 km / 0.9 mi <br /> Sri Siva Subramaniya Swami Temple - 7.6 km / 4.7 mi <br /> Sri Siva Subramaniya Temple - 7.7 km / 4.8 mi <br /> Wailoaloa Beach - 9.8 km / 6.1 mi <br /> Namaka Market - 11.5 km / 7.1 mi <br /> Navala Village - 17.2 km / 10.7 mi <br /> Naisoso Island - 18 km / 11.2 mi <br /> Zip Fiji - 18.3 km / 11.3 mi <br /> Garden of the Sleeping Giant - 20.7 km / 12.9 mi <br /> Sabeto Hot Springs and Mud Pool - 22.4 km / 13.9 mi <br /> Vuda Point Marina - 29 km / 18 mi <br /> </p><p>The nearest airports are:<br />Nadi Intl. Airport (NAN) - 14.3 km / 8.9 mi<br /> Malololailai (PTF) - 28.7 km / 17.8 mi<br /> Mana (MNF) - 28.7 km / 17.8 mi<br /> </p><p></p>,"<p>HeadLine : Near Denarau Beach</p><p>Location : When you stay at The Westin Denarau Island Resort & Spa, Fiji in Nadi, you ll be by the ocean, within a 5-minute drive of Port Denarau Marina and Port Denarau.  This 5-star resort is 0.4 mi (0.7 km) from Denarau Beach and 0.5 mi (0.8 km) from Denarau Golf and Racquet Club.</p><p>Rooms : Make yourself at home in one of the 246 individually decorated guestrooms, featuring refrigerators and LCD televisions. Rooms have private furnished balconies or patios. Complimentary wireless Internet access keeps you connected, and satellite programming is available for your entertainment. Private bathrooms with shower/tub combinations feature rainfall showerheads and designer toiletries.</p><p>Dining : Grab a bite at The Kitchen at Westin, one of the resort s 2 restaurants, or stay in and take advantage of the 24-hour room service. Snacks are also available at the coffee shop/cafe. Unwind at the end of the day with a drink at the bar/lounge or the poolside bar. Buffet breakfasts are available daily from 6:30 AM to 10:30 AM for a fee.</p><p>CheckIn Instructions : <ul>  <li>Extra-person charges may apply and vary depending on property policy</li><li>Government-issued photo identification and a credit card may be required at check-in for incidental charges</li><li>Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed</li><li>Special cancellation policies or charges may apply for group reservations (more than 8 rooms for the same property / stay dates)</li><li>This property accepts credit cards, debit cards, and cash</li><li>Safety features at this property include a carbon monoxide detector, a fire extinguisher, a smoke detector, a security system, and a first aid kit</li>  </ul></p><p>Special Instructions : Front desk staff will greet guests on arrival. At check-in, guests must provide either a negative PCR COVID-19 test result or a record of full COVID-19 vaccination. The negative COVID-19 test result requirement applies to all guests aged 12 and up, and test must have been administered no more than 72 hours prior to check-in. COVID-19 vaccination record requirement applies to all guests aged 18 and up; guests must have received complete vaccination at least 14 days prior to check-in.</p>",679-6750389,Wheelchair-accessible meeting spaces/business center Ecotours nearby Number of coffee shops/cafes - 1 Laundry facilities Fitness facilities Children's club (surcharge) Banquet hall Ballroom Express check-in Meeting rooms Wheelchair-accessible spa Wheelchair-accessible registration desk Television in common areas Wheelchair-accessible fitness center Skydiving Nearby Wheelchair-accessible pool Golfing on site Spa treatment room(s) Garden Picnic area Free newspapers in lobby Full-service spa Wedding services Tennis lessons on site 24-hour fitness facilities Supervised childcare/activities (surcharge) Windsurfing on site Golf driving range on site Golf lessons on site Couples/private dining Luggage storage Express check-out Grocery/convenience store Porter/bellhop Billiards or pool table Business center 24-hour front desk Scooter/moped rentals nearby Playground on site Spa services on site Safe-deposit box at front desk Snack bar/deli Steam room Free self parking Conference space Kayaking on site Hair salon Tennis on site Motor boating on site Computer station ATM/banking Wheelchair accessible path of travel Golf course on site Pool sun loungers Concierge services Visual alarms in hallways Multilingual staff Conference center Breakfast available (surcharge) Gift shops or newsstand Dry cleaning/laundry service Shopping on site Babysitting or childcare (surcharge) Pool umbrellas Limo or Town Car service available Free WiFi Number of bars/lounges - 1 Designated smoking areas Number of poolside bars - 1 Number of outdoor pools - 2 In-room accessibility (in select rooms) Bicycle rentals nearby Roll-in shower (in select rooms) Tours/ticket assistance Accessible bathroom (in select rooms) Wheelchair-accessible on-site restaurant Outdoor tennis courts - 8,-17.770369|177.37024,679675 0000,0000,http://www.starwoodhotels.com
FJ,Fiji,144900,Denerau,1226436,The Terraces Apartments Denarau,ThreeStar,Port Denarau Nadi AirportPo Box 9520Nadi ,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Port Denarau - 0.2 km / 0.1 mi <br /> Port Denarau Marina - 0.3 km / 0.2 mi <br /> Denarau Beach - 1.3 km / 0.8 mi <br /> Sheraton Denarau Golf and Racquet Club - 1.4 km / 0.9 mi <br /> Denarau Golf and Racquet Club - 1.8 km / 1.1 mi <br /> Sri Siva Subramaniya Swami Temple - 7.5 km / 4.7 mi <br /> Sri Siva Subramaniya Temple - 7.6 km / 4.7 mi <br /> Wailoaloa Beach - 9.8 km / 6.1 mi <br /> Namaka Market - 11.4 km / 7.1 mi <br /> Navala Village - 17.1 km / 10.7 mi <br /> Naisoso Island - 17.6 km / 10.9 mi <br /> Zip Fiji - 18.2 km / 11.3 mi <br /> Garden of the Sleeping Giant - 20.6 km / 12.8 mi <br /> Sabeto Hot Springs and Mud Pool - 22.3 km / 13.9 mi <br /> Vuda Point Marina - 28.9 km / 17.9 mi <br /> </p><p>The nearest airports are:<br />Nadi Intl. Airport (NAN) - 14.2 km / 8.9 mi<br /> Malololailai (PTF) - 28.6 km / 17.8 mi<br /> Mana (MNF) - 28.6 km / 17.8 mi<br /> </p><p>The preferred airport for The Terraces Apartments Resort is Nadi Intl. Airport (NAN). </p>,"<p>HeadLine : Near Denarau Beach</p><p>Location : When you stay at The Terraces Apartments Resort in Nadi, you ll be next to a golf course, just steps from Port Denarau and 3 minutes by foot from Port Denarau Marina.  This family-friendly aparthotel is 0.8 mi (1.2 km) from Denarau Beach and 1.2 mi (1.9 km) from Denarau Golf and Racquet Club.</p><p>Rooms : Make yourself at home in one of the 30 guestrooms, featuring kitchens with full-sized refrigerators/freezers and stovetops. Your room comes with a Select Comfort bed. Rooms have private furnished balconies or patios. 32-inch flat-screen televisions with satellite programming provide entertainment, while complimentary wireless Internet access keeps you connected.</p><p>Dining : Satisfy your appetite at Terraces Cafe, a poolside restaurant which features a garden view. Dining is also available at the coffee shop/cafe. Wrap up your day with a drink at the bar/lounge. Cooked-to-order breakfasts are available daily from 7 AM to 10 AM for a fee.</p><p>CheckIn Instructions : <ul>  <li>Extra-person charges may apply and vary depending on property policy</li><li>Government-issued photo identification and a credit card, debit card, or cash deposit may be required at check-in for incidental charges</li><li>Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed</li><li>This property accepts credit cards; cash is not accepted</li><li>Safety features at this property include a carbon monoxide detector, a fire extinguisher, a smoke detector, a security system, a first aid kit, and window guards</li>  </ul></p><p>Special Instructions : To make arrangements for check-in please contact the property at least 72 hours before arrival using the information on the booking confirmation. If you are planning to arrive after 5:00 PM please contact the property in advance using the information on the booking confirmation. Guests must contact the property in advance for check-in instructions. Front desk staff will greet guests on arrival. At check-in, guests must provide either a negative COVID-19 test result or a record of full COVID-19 vaccination. The negative COVID-19 test result requirement applies to all guests aged 6 and up, and the test must have been administered no more than 72 hours prior to check-in. Guests providing vaccination records must have received complete COVID-19 vaccination at least 14 days prior to check-in.</p>",679-67 50 899,Dry cleaning/laundry service Babysitting or childcare (surcharge) Airport transportation Pool umbrellas Free wired Internet Sailing nearby Safe-deposit box at front desk Scuba diving nearby Smoke-free property Free WiFi Snack bar/deli Number of bars/lounges - 1 Children's pool Number of outdoor pools - 1 Water skiing nearby In-room accessibility (in select rooms) Bicycle rentals nearby Wheelchair accessible parking Roll-in shower (in select rooms) Tours/ticket assistance Accessible bathroom (in select rooms) Airport transportation (surcharge) Golf lessons available nearby Parasailing nearby Breakfast available (surcharge) Number of coffee shops/cafes - 1 Laundry facilities Express check-in Windsurfing nearby Skydiving Nearby Marina on site Garden Free newspapers in lobby Beach towels Supervised childcare/activities (surcharge) Luggage storage Private beach nearby Express check-out 24-hour front desk Scooter/moped rentals nearby Library Golfing nearby Spa services on site Snorkeling nearby Use of nearby fitness center (discount) Kayaking nearby Free self parking Computer station Terrace Wheelchair accessible path of travel Pool sun loungers Concierge services,-17.77391|177.380049,679-67 50 557,ES 07820,http://www.theterraces.com.fj
FJ,Fiji,144900,Denerau,5897362,"Club Wyndham Denarau Island, Trademark Collection by Wyndham",TwoStar,"Narewa Road, Nadi, Ba  ",Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Sheraton Denarau Golf and Racquet Club - 0.5 km / 0.3 mi <br /> Denarau Golf and Racquet Club - 0.7 km / 0.4 mi <br /> Denarau Beach - 1.6 km / 1 mi <br /> Port Denarau Marina - 2 km / 1.2 mi <br /> Port Denarau - 2.1 km / 1.3 mi <br /> Sri Siva Subramaniya Swami Temple - 7.7 km / 4.8 mi <br /> Sri Siva Subramaniya Temple - 7.8 km / 4.8 mi <br /> Wailoaloa Beach - 9.9 km / 6.2 mi <br /> Namaka Market - 11.6 km / 7.2 mi <br /> Navala Village - 17.3 km / 10.8 mi <br /> Naisoso Island - 17.8 km / 11.1 mi <br /> Zip Fiji - 18.4 km / 11.4 mi <br /> Garden of the Sleeping Giant - 20.8 km / 12.9 mi <br /> Sabeto Hot Springs and Mud Pool - 22.5 km / 14 mi <br /> Vuda Point Marina - 29 km / 18 mi <br /> </p><p>The nearest airports are:<br />Nadi Intl. Airport (NAN) - 15.1 km / 9.4 mi<br /> Malololailai (PTF) - 29.5 km / 18.3 mi<br /> Mana (MNF) - 29.5 km / 18.3 mi<br /> </p><p></p>,"<p>HeadLine : Near Port Denarau</p><p>Location : When you stay at Club Wyndham Denarau Island, Trademark Collection by Wyndham in Nadi, you ll be on the beach, within a 5-minute drive of Port Denarau Marina and Port Denarau.  This beach hotel is 0.4 mi (0.7 km) from Denarau Golf and Racquet Club and 0.9 mi (1.5 km) from Denarau Beach.</p><p>Rooms : Make yourself at home in one of the air-conditioned rooms featuring kitchens with refrigerators and ovens. 42-inch flat-screen televisions with cable programming provide entertainment, while complimentary wireless Internet access keeps you connected. Conveniences include microwaves and complimentary bottled water, as well as phones with free local calls.</p><p>Dining : Grab a bite to eat at one of the hotel s many dining establishments, which include 3 restaurants and a coffee shop/cafe. Relax with a refreshing drink from the beach bar or one of the 2 bars/lounges. Full breakfasts are available daily from 7:00 AM to 11:00 AM for a fee.</p><p>CheckIn Instructions : <ul>  <li>Extra-person charges may apply and vary depending on property policy</li><li>Government-issued photo identification and a credit card may be required at check-in for incidental charges</li><li>Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed</li><li>This property accepts credit cards and debit cards; cash is not accepted</li>  </ul></p><p>Special Instructions : This property doesn t offer after-hours check-in. Front desk staff will greet guests on arrival.</p>",,Bicycle rentals on site Concierge services Gift shops or newsstand Dry cleaning/laundry service Shopping on site Uncovered parking Babysitting or childcare (surcharge) Outdoor furniture Outdoor entertainment area Free WiFi Number of bars/lounges - 2 Number of outdoor pools - 2 Number of beach bars - 1 Upper floors accessible by stairs only Garden Full-service spa Tours/ticket assistance Recycling LED light bulbs Wheelchair accessible  no Luggage storage 24-hour front desk Breakfast available (surcharge) Smoke-free property Number of coffee shops/cafes - 1 Laundry facilities Free self parking ATM/banking,-17.777481|177.36787,61-679-675-0442,00000,
FJ,Fiji,122694,Insel Dolphin,1172912,Dolphin Island Resort,ThreeStar,"Dolphin Island, Ellington Wharf Rakiraki ",,"Dolphin Island is where every day seamlessly flows into the next - the most romantic place to spend time alone. It provides superb opportunity for aquatic adventures such as deep sea fishing, scuba and snorkel diving.",,Hotel Minibar Laundry service,-17.30458|178.226805,+64 7-378 5791,,http://www.dolphinislandfiji.com
FJ,Fiji,122694,Insel Dolphin,1531313,Dolphin Island,FourStar,20 minutes off Rakiraki Dolphin Island ,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Tomb of Ratu Udre Udre - 10.7 km / 6.7 mi <br /> </p><p>The preferred airport for Dolphin Island - Private Island is Nadi Intl. Airport (NAN) - 136.3 km / 84.7 mi </p>,"<p>HeadLine : On the beach</p><p>Location : When you stay at Dolphin Island - Private Island in Nananu-i-Ra, you ll be on the beach and 15 minutes by car from Tomb of Ratu Udre Udre.</p><p>Rooms : Make yourself at home in one of the 4 air-conditioned guestrooms. Rooms have private furnished patios. Complimentary wireless Internet access is available to keep you connected. Private bathrooms with separate bathtubs and showers feature deep soaking bathtubs and complimentary toiletries.</p><p>Dining : This hotel is all inclusive. Rates include meals and beverages at onsite dining establishments. Charges may be applied for dining at some restaurants, special dinners and dishes, some beverages, and other amenities. <p>Satisfy your appetite for lunch or dinner at the hotel s restaurant, or stay in and take advantage of the 24-hour room service. Wrap up your day with a drink at the bar/lounge. A complimentary continental breakfast is served daily. </p></p><p>CheckIn Instructions : <ul>  <li>Extra-person charges may apply and vary depending on property policy</li><li>Government-issued photo identification and a credit card, debit card, or cash deposit may be required at check-in for incidental charges</li><li>Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed</li><li>Guests must contact this property in advance to reserve cribs/infant beds</li><li>This property accepts credit cards</li><li>Safety features at this property include a fire extinguisher, a smoke detector, and a first aid kit</li>  </ul></p><p>Special Instructions : This property offers transfers from the airport. Guests must contact the property with arrival details before travel, using the contact information on the booking confirmation. There is no front desk at this property.</p>",64-000-000000,Luggage storage Free breakfast Sailing nearby Scuba diving nearby Number of bars/lounges - 1 Daily Number of outdoor pools - 1 Spa services on site Snorkeling nearby Picnic area Smoke-free property Laundry facilities Surfing/bodyboarding nearby Kayaking nearby Free self parking Boat tours nearby Beach sun loungers Free continental breakfast Free airport transportation Concierge services,-17.3|178.216669,64-07-3785791,,http://www.dolphinislandfiji.com/
FJ,Fiji,121476,Insel Kadavu,1172908,Matava Fiji's Premier Eco Adventure Resort,ThreeStar,P.O.Box 63; Vunisea; Kadavu Kadavu VuniseaKadavu ,Distances are calculated in a straight line from the property s location to the point of interest or attraction  and may not reflect actual travel distance. <br /><br /> Distances are displayed to the nearest 0.1 mile and kilometer. <p>Waisalima Beach - 10.9 km / 6.8 mi <br />Mai Beach - 18.9 km / 11.7 mi <br />Ono Beach - 19.2 km / 11.9 mi <br />Great Astrolabe Reef - 21.2 km / 13.2 mi <br />Vunisea Beach - 25.2 km / 15.7 mi <br />Vunisea Dock - 25.3 km / 15.7 mi <br />Matana Beach - 25.4 km / 15.8 mi <br />Namara Island - 30.3 km / 18.8 mi <br /></p><p>The preferred airport for Matava - Fiji...Untouched is Kadavu (KDV-Vunisea) - 25.5 km / 15.9 mi. </p>,"<p>HeadLine : By the ocean</p><p>Location : With a stay at Matava - Fiji...Untouched in Kadavu Island, you ll be on the waterfront and within the region of Waisalima Beach and Mai Beach.  This spa resort is within the region of Ono Beach.</p><p>Rooms : Make yourself at home in one of the 10 individually decorated guestrooms. Your room comes with a pillowtop bed. Rooms have private patios. Bathrooms with showers are provided.</p><p>Dining : Enjoy international cuisine at The Terrace, a restaurant which features a bar/lounge and a garden view. You can also stay in and take advantage of the room service (during limited hours). A complimentary continental breakfast is served daily from 7 AM to 9 AM.</p><p>CheckIn Instructions : <ul>  <li>Extra-person charges may apply and vary depending on property policy</li><li>Government-issued photo identification and a credit card, debit card, or cash deposit may be required at check-in for incidental charges</li><li>Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed</li><li>Be prepared: check the latest COVID-19 travel requirements and measures in place for this destination before you travel.</li><li>Please note that cultural norms and guest policies may differ by country and by property; the policies listed are provided by the property</li>  </ul> <ul>  <li>Diving and recreational fishing activities must be booked in advance.</li>  </ul></p><p>Special Instructions : This property offers transfers from the airport. To arrange pick-up, guests must contact the property 72 hours prior to arrival, using the contact information on the booking confirmation. Front desk staff will greet guests on arrival. For more details, please contact the property using the information on the booking confirmation.  Matava is located on the island of Kadavu. Domestic flights are not included in the cost of accommodation. Flights to the island are limited and have varied schedules from different locations. Boat transfers from Kadavu Airport to the resort are included. Guests must contact the resort with flight and arrival information to arrange for a transfers.</p>",679-603-0684,Designated smoking areas Wheelchair accessible (may have limitations) Laundry facilities Beach towels Wedding services Snorkeling on site In-room accessibility Library Picnic area Daily Coffee/tea in common areas Scuba diving on site Number of outdoor pools - 1 Garden Number of bars/lounges - 1 24-hour pool access Free airport transportation Full-service spa Volleyball on site Beach volleyball on site Free beach shuttle 24-hour front desk Yoga classes/instruction on site Free breakfast Spa treatment room(s) Tours/ticket assistance Dry cleaning/laundry service WiFi (surcharge) Boat tours on site Safe-deposit box at front desk Spa services on site Ecotours on site Fishing on site Terrace Free continental breakfast Hiking/biking trails on site Concierge services Gift shops or newsstand Kayaking on site,-19.045121|178.399086,+6796030685,00000,http://www.matava.com/
FJ,Fiji,121476,Insel Kadavu,1172909,Papageno Resort,ThreeStar,Vunisea Kadavu Island ,,Papageno Resort is an elegant and intimate resort on the northern coastline of Kadavu in the southern part of Fiji at Malawai Bay. The stylish bures which have ocean views are just steps away from the fine sandy beach and sunset views. The resort is aimed primarily at cultural travellers and scuba divers and prides itself on its organic gardens and home style atmosphere.,,Hotel,-18.96603|178.241557,679 603 0466,0,http://www.papagenoresort.com/|http://www.papageno
